Post ID,Author Name,Likes,Comments,Post Title,Caption,Date Published,Images,Author Avatar,Stars,Author Collect Nr,Author Fans Nr,Author Note Nr,Video URL,User URL,Note URL
670d32ef000000001b03c4b5,骆驼爱吃桃子,454,共 1077 条评论,娇兰复原蜜 是你不配,避开它姐妹们，碰都别碰！护肤界的空心大萝卜 你小子可真是一无是处。。。有一处（拿来当妆前，因为用完脸黏到离谱） 请你老实做香水口红,2024-10-14,images_keyword/670d32ef000000001b03c4b5.jpg,avatars_keyword/670d32ef000000001b03c4b5.jpg,303,1.7万,191,9,N/A,/user/profile/5956892d5e87e77ef464847f?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB7RkcbesCIhgzxbC9s20bpJjehlffQ5oKCUb94Az45Cw=&xsec_source=pc_search,/search_result/670d32ef000000001b03c4b5?xsec_token=ABcG8rex31jFxWU31VaRGXlIarvqgcjHpGrCwIbJwx67A=&xsec_source=
6768f6ca000000000b020dd1,法国娇兰王琪-哈尔滨卓展,206,共 14 条评论,法国娇兰帝皇蜂姿系列合集,准备入手娇兰帝皇蜂姿系列，还不知道怎么选的朋友可以参考下，具体使用方式活动可以留言，一一回复#法国娇兰 #复原蜜 #娇兰 #护肤推荐 #合集,2024-12-23,images_keyword/6768f6ca000000000b020dd1.jpg,avatars_keyword/6768f6ca000000000b020dd1.jpg,1,4095,937,7,N/A,/user/profile/5a8038434eacab5ff8a5885e?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABlaR4kkznfG38gHldTlnV4LVH1Moyppx664sovhd8jY4=&xsec_source=pc_search,/search_result/6768f6ca000000000b020dd1?xsec_token=ABXXREz_AlWMDsFkhfr3NNEL9FN4E9frtHCLCcLwHExxc=&xsec_source=
66b644c7000000000503363c,水瓶子,33,共 13 条评论,Guerlain 娇兰复原蜜使用体验分享～,#娇兰复原蜜 #娇兰帝皇蜂姿复原蜜 #娇兰 这瓶是我买的七件套盒里的，其他的全部用完了，只剩了这一瓶。这个夏天用了快俩月了，剩下如图这么多，写写体验。 	 这瓶我觉得特别适合夏天空调房的夜间作为精华使用！ 	 它的质地如图是这种油状的，但是流动性又特别好，含有这种黄金小颗粒。它的油性比娇韵诗双萃和娇兰双管要小，所以夏天用不会觉得太油，但是它又有一定的油性，夏天夜间护肤可以起到滋润皮肤的效果但又不会感觉油腻，特别完美。这些黄金小颗粒我没考证过成份，但它上脸之后轻轻搓一搓就消失了，应该是乳化掉了？ 	 总之它的保湿性和滋润度都很好，对于我一个30+的熟龄肌肤而言很合适。但冬天我会用油性更大的和滋润度更高的。 	 这款自带的滴管取用，用之前先晃晃瓶子，因为静置一会儿里面的黄金小颗粒会沉底（如图二），让这些小颗粒均匀漂浮在液体中时滴管取小半管，如图三就是我一次的用量，可以完全覆盖全脸。直接涂上脸就好。我感觉50ml很耐用，这一瓶我用了快俩月了，还剩如图这么多，半瓶不到。我觉得这就是油性精华的好处，水润精华可能用好多都还觉得不够滋润。 	 它几乎没什么味道，上脸体验感肤感都很好。价格因为我买的一套所以单瓶也不清楚。这瓶我应该是会回购哒！,2024-08-09,images_keyword/66b644c7000000000503363c.jpg,avatars_keyword/66b644c7000000000503363c.jpg,赞,1698,56,7,N/A,/user/profile/6268e245000000001000d879?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABOBZ1ZCzpNW-zfWpqwSwOsQ19fAjx5RXSWgfI1BObdS4=&xsec_source=pc_search,/search_result/66b644c7000000000503363c?xsec_token=ABKt1fxqbUyl-g6IkrpHkubIMAtN6EFAlrxaWrSc9YgfA=&xsec_source=
66487561000000000f00fe7f,ALLNut4,252,0,永动机保持好状态？娇兰你是懂素颜好皮肤的！,#娇兰复原蜜 #护肤 #好物分享 #护肤分享 #好物推荐 #素颜,2024-05-18,images_keyword/66487561000000000f00fe7f.jpg,avatars_keyword/66487561000000000f00fe7f.jpg,252,319.7万,55.9万,3,N/A,/user/profile/5c2e9f5f00000000060136d4?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABSLOk_foujmfGNK298zpXcPZxiklpOQ3YzwoDJwT5WKA=&xsec_source=pc_search,/search_result/66487561000000000f00fe7f?xsec_token=AB0oERJKXst2f_zf4G4nLCqbWOahq39Djfga3tcRIyIWo=&xsec_source=
644e6b39000000001301426d,昔幼爱西柚,1370,共 75 条评论,来自蜂蜜的力量！高段位修护K老好物！,作为美妆博主经常反复化妆卸妆，皮肤真的太容易崩了！ 还得靠娇兰第三代黄金复原蜜为我保驾护航！ 强大修护力，帮助皮肤更弹、更润、更亮、更显年轻！看到最后还有底妆小技巧哦~ #抗老 #精华 #修护精华 #护肤 #娇兰第三代黄金复原蜜 #自然相愈无干扰,编辑于 2023-05-04,images_keyword/644e6b39000000001301426d.jpg,avatars_keyword/644e6b39000000001301426d.jpg,3,886.5万,122.2万,6,blob:https://www.xiaohongshu.com/b8793a5c-620d-40f1-824c-24161e165a26,/user/profile/59a773b550c4b473b805203e?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABG60Si4_Qb_gH_hrYrgp66RYSI9tx8dBomOw2kwrx8M8=&xsec_source=pc_search,/search_result/644e6b39000000001301426d?xsec_token=ABEkbaoVBx1BwbDsNy1jnGLezj6Qf0oIFoxR7iPe4H47E=&xsec_source=
67a09bcb000000001902d627,长白山的雪.,22,共 3 条评论,不要太会选!新品缩毛孔精华干万要做功课！,收缩毛孔/水杨酸精华/水杨酸酸/精华液/大毛孔/闭口/好物分享/精华推荐/毛孔粗大/大油皮/调节水油/学生党/油皮/控油/老爸测评 护肤产品中缩毛孔精华真的是必不可少的一个产品!! 是不是还有宝子不知道咋选缩毛孔精华的，为了避免宝子们踩雷！我把我这段时间把我用过的不少好用的精华总结出来给宝子们做个参考！ 🟡坤岚shrink水杨酸精华 🟡兰蔻小黑瓶精华 🟡雅诗兰黛精华 🟡海蓝之谜精华 🟡娇兰复原蜜精华 🟡娇韵诗双萃精华 毛孔粗大的原因 1.外界因素: 包括紫外线照射、环境污染、不当的护肤习惯(如使用过于刺激的护肤品)等，这些都能促使皮肤结构受损，加速毛孔粗大现象。 2.毛囊角化异常: 毛囊口处的角质细胞异常增生或角化过程出现问题，可导致毛孔开口处堵塞，形成角栓或黑头，长期以往也会促使毛孔看起来更为粗大。 3.皮脂分泌旺盛: 皮脂腺活跃，过度分泌油脂，会使得毛孔扩张以排出更多油脂，长期下来，毛孔可能难以恢复到原来的紧致状态。 	 感谢@爱怀旧的80后 图文授权分享 @薯队长 不要误判啊 #收缩毛孔#水杨酸精华#水杨酸#精华液#痘痘#闭口#好物分享#精华推荐 #精华 #水杨酸#好用的水杨酸棉片 #精华分享#水杨酸棉片#水杨酸棉片一周使用几次 #怎么选精华#毛孔粗大怎么办＃好用精华分享 #学生党必备 #精简护肤 #好用精华 #改善毛孔 #黑头多怎么办 #清完黑头如何缩毛孔 #油痘肌#闭口粉刺#痘痘#痘印#清洁毛孔#油痘肌#防晒#毛孔堵塞#国货护肤品推荐#真实测评,7 天前 河南,images_keyword/67a09bcb000000001902d627.jpg,avatars_keyword/67a09bcb000000001902d627.jpg,1,2171,16,6,N/A,/user/profile/676bd23d000000001801453e?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB6L0upIHJipGYVsGeMjUp8X7t8K6a-jteJo5MaB6TCz0=&xsec_source=pc_search,/search_result/67a09bcb000000001902d627?xsec_token=ABnyY5JL9qIorvoQIqBOVbenMcakQkPnHsnLEBYIsZEbk=&xsec_source=
67401f590000000006014333,LK美妆科普,28,0,肌肤焕新秘籍 | 娇兰复原蜜精华✨,干皮、熬夜党必看！娇兰复原蜜精华简直是肌肤的救星🌟 	 核心亮点成分👉 法国乌埃尚岛黑蜂蜂蜜和蜂王浆，天然纯净，为肌肤注入强大修护力，有效促进胶原蛋白生成，增强肌肤屏障。 	 加上特有的黄金微珠，包裹着角鲨烷和摩洛哥坚果油等珍贵油分，一抹化水，轻推即溶，快速被肌肤吸收，深层滋润不油腻，让肌肤时刻保持水润光泽💦 	 适用人群： ✔干皮星人：深度补水保湿，告别干燥粗糙，重现肌肤细腻嫩滑。 ✔熬夜党：改善暗沉，提亮肤色，击退熬夜后的疲惫肌，焕活肌肤光彩。 ✔轻熟龄肌肤：预防和改善肌肤细纹，提升肌肤弹性，延缓肌肤衰老。 	 使用方法： 滴取 3 - 4 滴复原蜜在掌心，轻轻揉搓预热后，按压于脸部和颈部，由内向外轻轻按摩，直至完全吸收。可单独使用，也可滴入粉底液中，让妆容更服帖。 	 坚持使用，肌肤宛如新生，解锁肌肤年轻密码💕 	 #娇兰复原蜜  #精华推荐 #护肤好物 #每日护肤 #护肤保养 #精华分享 #精华推荐,2024-11-22,images_keyword/67401f590000000006014333.jpg,avatars_keyword/67401f590000000006014333.jpg,28,3403,721,8,N/A,/user/profile/635b6181000000001802a95b?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB7bw5_ICLFBwy92wRBLK_T6RvALDXm1_NpgjjM--fqrg=&xsec_source=pc_search,/search_result/67401f590000000006014333?xsec_token=ABtaVgsMONH0TVfbHMGSdE79fAngOrQo78UETu79JbCGE=&xsec_source=
675ffdaf0000000013008927,痞猫,25,共 1 条评论,不服不行！根据不同肤质选精华液事半功倍！,精华/精华推荐/精华推荐干皮/精华抗初老/精华修复/精华推荐25岁以上/精华祛痘印/精华祛痘/精华敏感肌 相信每个人都想拥有令人羡慕的素颜妈生好皮，精华液在这护肤中扮演着极为关键的角色。但市场上精华液种类繁多，依据自身肤质进行抉择，才是实现高效护肤的核心策略。面对琳琅满目的精华，如何才能精准选择，达到事半功倍的效果呢？ ✅我总结了几种不同皮肤问题的精华选择～ 🔥干性肌肤往往因水分不足，容易产生细纹，选精华时要着重关注其保湿与滋润功效 🔥油性肌肤虽然油脂分泌旺盛，但也不能忽视抗初老。这类肌肤需要清爽不油腻的精华，提升肌肤弹性，预防早期老化迹象。 🔥敏感性肌肤在抗初老道路上更为谨慎。应挑选温和无刺激、具有舒缓修复功效的精华，像含马齿苋、积雪草等植物提取物的精华，能在抗初老的同时镇定肌肤，增强肌肤的耐受性。 🔥混合性肌肤 T 区偏油，两颊偏干，选择精华需兼顾不同区域的需求。可选用质地轻盈、分区护理效果佳的精华产品，如水油分离型精华，使用前摇匀，让不同成分在肌肤各区域发挥相应作用。 选对了适合自己肌肤的精华，就如同为肌肤的青春活力按下了“慢放键”，轻轻松松素颜美女～ -佑希集双萃精华 -OLAY淡斑精华 -海蓝之谜精华 -娇兰复原蜜精华 -城野医生377精华 -兰蔻小黑瓶精华 -倩碧镭射精华 -修丽可色修精华 #精华#精华推荐#精华推荐25岁以上#精华推荐干皮#精华抗初老#精华测评#精华敏感肌#精华液推荐#精华液推荐干皮#精华液抗初老#精华液的功效和作用#精华液推荐25岁以上抗初老#精华推荐20-25岁#精华液的功效和作用,2024-12-16,images_keyword/675ffdaf0000000013008927.jpg,avatars_keyword/675ffdaf0000000013008927.jpg,赞,2.8万,2679,9,N/A,/user/profile/6004cca00000000001008a78?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB0DGEi9uyHtwH3Vvy8c95NTe-tfdAlh9ddwHcrlV8Do8=&xsec_source=pc_search,/search_result/675ffdaf0000000013008927?xsec_token=ABLHk9auGrC9gZ0CR-1FHsVLaIty9n-V9DYzyMCECuWfY=&xsec_source=
668b4318000000000500792b,尚姿严选集合店。,112,共 5 条评论,#娇兰复原蜜精华正确使用方法,N/A,2024-07-07,images_keyword/668b4318000000000500792b.jpg,avatars_keyword/668b4318000000000500792b.jpg,赞,1030,277,7,N/A,/user/profile/5bb890329bc81b0001ac156e?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB0NQ_xYUwkAGyAfaEqh5uT9LIbvQn8EE9_4mWhWKzgSE=&xsec_source=pc_search,/search_result/668b4318000000000500792b?xsec_token=ABNlpihEi4glDdpOjpbeQ8_ZL_FlYooO-8MY0HgVlUqEM=&xsec_source=
669b8bc20000000025005f7f,壳壳,184,共 38 条评论,娇兰复原蜜💕真假辨别💕,今天壳壳给大家带来娇兰复原蜜真假辨别对比，方法总结在上方啦!!! 注意查收~ 每天都在努力为大家更新美妆、护肤品的真假辨别小技巧~ 下一期想看那个产品可在下方留言告诉壳壳~~ #真假鉴别 #真假辨别#鉴定#娇兰复原蜜 #娇兰复原蜜精华 #娇兰复原蜜真假 #娇兰复原蜜霜 #j娇兰复原蜜,2024-07-20,images_keyword/669b8bc20000000025005f7f.jpg,avatars_keyword/669b8bc20000000025005f7f.jpg,1,6.5万,2623,21,N/A,/user/profile/632d8df2000000002303da4b?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABEbvtXpONjzfsYuQ6mK5nRiLGdPYNaOVXzVAfKDV4j6w=&xsec_source=pc_search,/search_result/669b8bc20000000025005f7f?xsec_token=ABCN0It7m-YAtSm80lebCfb8_qNn85SJoI8RTPFgJ41Ww=&xsec_source=
