Post ID,Author Name,Likes,Comments,Post Title,Caption,Date Published,Images,Author Avatar,Stars,Author Collect Nr,Author Fans Nr,Author Note Nr,Video URL,Note URL
67874af50000000019006f5f,皇家宠物食品,75,共 106 条评论,"Hi, new friends!Anyone know Royal Canin",Welcome!We dont need your data! Just pay your pet tax! #tiktok难民 #refugee #ttrefugee #cattax #royalcanin #交出你的cat tax,01-15 上海,images_user/67874af50000000019006f5f.jpg,avatars_user/67874af50000000019006f5f.jpg,6,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/67874af50000000019006f5f?xsec_token=ABKQuf5V7J5irdjcfT7ER7Wov30RrPeSTnS8uRrdTgSq8=&xsec_source=pc_user
6787142b000000001603e621,皇家宠物食品,13,共 26 条评论,冬天就不用驱虫了？到底是谁说的......,"很多铲屎官冬天就不重视给毛孩子驱虫了，因为他们觉得： 虫子会被冻死、不出门就不会感染寄生虫…. 但你知道吗？ 在秋冬很多高发疾病都是因为寄生虫引起的，比如： 呕吐、肛门腺发炎、皮肤病...... 	 ✅其实气温是不会影响寄生虫的繁殖 严寒的环境下，螨虫、耳螨等寄生虫不会影响生存； 跳蚤、蜱虫、蚊虫等寄生虫的活跃度会大大降低， 但它们会寻找温暖的生存环境，猫猫狗狗就成了它们寄生的最好选择！ ✅而且寄生虫的感染渠道是有很多的 即使冬天不带小猫小狗出门，铲屎官平时的外出也会携带寄生虫；极易会让毛孩子感染上。 所以,不论什么季节，驱虫都是不容忽视的。 	 🙋 评论区带上你家驱完虫的毛孩子 互相交流分享下驱虫经验或遇到的问题 认真分享的铲屎官将会得到阿皇的奖励🎁 #皇家宠物#皇家茶话会#冬季驱虫#猫咪驱虫#狗驱虫#养宠经验#新手养猫#宠物驱虫 #宠物知识",01-14 江苏,images_user/6787142b000000001603e621.jpg,avatars_user/6787142b000000001603e621.jpg,2,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/6787142b000000001603e621?xsec_token=ABKQuf5V7J5irdjcfT7ER7WsZCft5YbnFlQgCl1UFtsX4=&xsec_source=pc_user
677f9560000000000b038b88,皇家宠物食品,161,共 238 条评论,湿粮体验官|挑食🐱交给湿粮餐包！,湿粮餐包限时回归！ 上次挑嘴猫报名不要太火爆了 皇给你们kuku加库存 o元直接让挑嘴小猫秒变大馋猫 - 🐾两款鲜美多汁的餐包，任咪选择！ 【小香包】 鱼香、肉香、果香、坚果香，四重天然香味 黄金供能配比蛋白≥11.4% 一撕开，浓郁的肉香就能把小猫迷的神魂颠倒 【小鲜包】 鲜美的天然烤肉焦香，口感鲜美 黄金供能配比蛋白≥11.5% 	 📍参与方式： 关注@皇家宠物食品  点赞并收藏 评论区留下你家猫猫的挑嘴烦恼并晒出图片 🔍招募要求： 收到产品一周内发布真实的试吃体验笔记 笔记至少保留三个月，且必须公开图文可授权官方使用 ⏰招募时间： 1月9日-1月19日 更多福利活动可进群蹲哦 #皇家宠物#皇家湿粮#皇家餐包#皇家感官盛宴#猫咪湿粮 #小猫咪的呵护 #猫粮试吃 #产品体验官,编辑于 5 天前 江苏,images_user/677f9560000000000b038b88.jpg,avatars_user/677f9560000000000b038b88.jpg,2,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/677f9560000000000b038b88?xsec_token=AB8mOi6vF3BBTEgHscQppABDxFpR87DYq1cpgaripSRYQ=&xsec_source=pc_user
6777b89a000000000902fcff,皇家宠物食品,15,共 24 条评论,自如生活，愈宠有家🏠✨,自如生活节x京东健康x皇家处方粮，邀你一起给你和爱宠的自如生活，注入更多健康与关爱，拥抱人宠和谐共居的自如生活🌈💕 	 💌🐾 在评论区分享【你和毛孩子在“自如”里的温暖故事】，1月7日，我们将抽取1位幸运铲屎官，赠送超自如家服卡一张，让爱宠生活更加自如惬意！🌟 #宠物友好生活节 #皇家处方粮 #精准营养长久陪伴,编辑于 01-03,images_user/6777b89a000000000902fcff.jpg,avatars_user/6777b89a000000000902fcff.jpg,赞,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/6777b89a000000000902fcff?xsec_token=ABbxWPNqG1aTmbr8comT5nt9-huQ3-nfwzRm3bMtn5IBs=&xsec_source=pc_user
67775dee000000001301be86,皇家宠物食品,31,共 8 条评论,只要爱在，流浪不再 ｜ 暖冬物资❄️已送达20家,感谢来自全国各地“心软的神”的爱心投递，本次最美小院活动圆满结束！ 大家为20家救助小院共同点亮了4万颗❤️ 阿皇为3000+流浪毛孩们送去了1.3吨皇家救助专用粮与驱虫药等暖冬物资☺️ 毛孩子干饭视频请查收💌 #助力最美救助小院 #皇家最美小院 #皇家宠物 #皇家救助倡行者 #皇家救助专用粮 #流浪猫 #流浪犬 #领养代替购买 #只要爱在流浪不再,01-02,images_user/67775dee000000001301be86.jpg,avatars_user/67775dee000000001301be86.jpg,2,8.5万,2.2万,21,blob:https://www.xiaohongshu.com/d22d2fd9-8945-48c4-9375-e2ab82c53aee,/user/profile/5c03825e000000000500e9ce/67775dee000000001301be86?xsec_token=ABbxWPNqG1aTmbr8comT5nt7lGq_Iv12XW2gANcgYV8nM=&xsec_source=pc_user
6773bc94000000001300f133,皇家宠物食品,49,共 81 条评论,喜迎元旦，和阿皇一起展望2025！🎉,前方到站——2025年！ 转眼就是新的一年啦~ 感谢大家陪伴阿皇又度过了一年🫶 - 去年的你是否有许下 一些关于毛孩子的愿望🐱🐶 是想要拥有一只自己的猫猫/狗狗？ 还是要和ta一起去看更多山河湖海？ 亦或是对它们送出自己真诚的祝愿... 🔺回顾2024，这些期望都实现了吗？ 今年又有什么新的展望 可以跟阿皇分享一下呢~ - 晒出你家毛孩子的2025新年大片📸 并写下新年展望✍️ 阿皇将不定期给可爱毛孩子撒粮~ #皇家 #皇家猫粮 #我的猫猫狗狗 #元旦节 #2025 #宠粉福利 #新年展望,2024-12-31,images_user/6773bc94000000001300f133.jpg,avatars_user/6773bc94000000001300f133.jpg,2,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/6773bc94000000001300f133?xsec_token=AB0APLM-S1BqClaKVJPBVyMb6M4Lemp0uquEUGJQWymiQ=&xsec_source=pc_user
67740a1700000000140265e9,皇家宠物食品,102,共 15 条评论,阿皇x猫德学院强强联手，济南领养活动暖心记录来了！感谢著名流浪猫“绑匪”对本活动,阿皇x猫德学院强强联手，济南领养活动暖心记录来了！感谢著名流浪猫“绑匪”对本活动的大力支持…#幼猫幼犬就吃皇家#猫德学院#皇家宠世间#跨年,2024-12-31,images_user/67740a1700000000140265e9.jpg,avatars_user/67740a1700000000140265e9.jpg,2,8.5万,2.2万,21,blob:https://www.xiaohongshu.com/e6d0d840-fcf9-4fdd-bf7d-ebfa5c2bf364,/user/profile/5c03825e000000000500e9ce/67740a1700000000140265e9?xsec_token=ABBWYe5rZs5OnBn_SX0b8sjRhCOCrxYblORrn4IxTG0M0=&xsec_source=pc_user
67736c08000000000902dcfd,皇家宠物食品,888,共 575 条评论,即将破2w！助力送粉丝专属盲盒！,感谢2024年陪伴阿皇的所有粉丝们~ 传下去，新年即将达成✅『粉丝破2w』成就！ 关注皇，有的是福利！福利！福利！ - 为答谢双向奔赴的我们 阿皇抽取5位幸运鹅，将获得【粉丝惊喜盲盒】一份！ 📖参与方式： 关注并点击图片下方立即参与即可 ⌚️活动时间： 12月31日-1月19日 ⏰开奖时间： 1月20日15：00 ⚠️特别提醒： 系统自动开奖哦，开奖后请于7天内提供收货信息 ，逾期将视为主打放弃哦~ （所有抽奖奖品最终解释权归皇家宠物食品所有） #皇家宠物 #皇家猫粮 ##盲盒 #宠粉福利#抽奖活动 #破两万粉丝 #抽奖 #你敢来我就敢送 #宠粉不被定义 #养宠物必备好物,2024-12-30,images_user/67736c08000000000902dcfd.jpg,avatars_user/67736c08000000000902dcfd.jpg,2,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/67736c08000000000902dcfd?xsec_token=AB0APLM-S1BqClaKVJPBVyMZ5A_4M9WevFsuYUhxe4oJM=&xsec_source=pc_user
676cd4f1000000001301b94a,皇家宠物食品,499,共 767 条评论,湿粮体验官|🐱猫咪挑食怎么办❓阿皇来支招！,别人的猫：吃嘛嘛香 干饭第一名 挑食小猫：只吃冻干 闻闻就走开 以为是生病了 但是检查发现哪哪都没问题😔 可能就是咱们的毛孩子太挑食啦‼️ - 所以今天 阿皇带着全网无数好评的湿粮餐包 🙌又来招募体验官啦！ 适当增加食物的多样性 有利于改善猫咪的食欲 特别是在❄️冬日，营养不均衡 免疫力下降会更严重！ - 家有挑嘴猫的速速下方集合👇 皇将抓取20位猫猫体验小香包和小鲜包 每一口都是黄金配比 感官盛宴！ 	 📍参与方式： 关注@皇家宠物食品  点赞并收藏 评论区留下你家猫猫的挑嘴烦恼并晒出图片 	 🔍招募要求： 收到产品一周内发布真实的试吃体验笔记 笔记至少保留三个月，且必须公开图文可授权官方使用 	 ⏰招募时间： 12月26日-1月3日 #皇家宠物 #皇家湿粮 #皇家餐包 #皇家感官盛宴 #皇家小鲜包 #精准营养长久陪伴 #猫咪喂养 #养猫攻略 #猫咪挑食 #皇家猫粮,编辑于 2024-12-26,images_user/676cd4f1000000001301b94a.jpg,avatars_user/676cd4f1000000001301b94a.jpg,2,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/676cd4f1000000001301b94a?xsec_token=ABZQgwv4JJivwW4tvvnWtSESvD3eivnYtAi3YyD57uxhk=&xsec_source=pc_user
676be337000000000902e705,皇家宠物食品,186,共 362 条评论,圣诞节？皇家许愿树掉好礼啦🎁,毛孩子也要和你一起过圣诞！ Ta们也想有自己的圣诞礼物哦 皇来cos圣诞老人🎅 给小猫小狗派送好礼啦 👇 参与方式：关注即可参与本次活动 活动时间：2024年12月25日-2025年1月17日 开奖时间：2025年1月18日 活动奖品：惊喜圣诞盲盒 	 有没有在线一起过圣诞的 喵喵汪汪在线等... （ps：本抽奖活动只限粉丝哦） #皇家宠物#圣诞萌宠已就位#我的萌宠##咪树#圣诞福利#宠粉福利#我家宠物好可爱#圣诞节,编辑于 2024-12-25,images_user/676be337000000000902e705.jpg,avatars_user/676be337000000000902e705.jpg,3,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/676be337000000000902e705?xsec_token=ABkV4ulKQouX9v43FYZWCRp4cAMtE2ihRf4GHIqYWsUms=&xsec_source=pc_user
676bacb1000000001402505a,皇家宠物食品,172,共 12 条评论,精致上海养宠物有啥考究？,方言街头采访第一集！阿皇和他的朋友们来到周末市集，发现很多上海精致的阿姨爷叔囡囡宠主都是“成分党” 	 那么， ❓配料表究竟该怎么看？ ❓蛋白质含量真的是主要的选粮标准？ ❓阿皇的上海话标准吗？ 	 一起来看看专家是咋说的👀还有什么问题评论区戳阿皇‼️ #宠物健康生活 #小红书养宠干货 #皇家 #皇家宠物 #街头采访 #猫猫狗狗,编辑于 2024-12-25,images_user/676bacb1000000001402505a.jpg,avatars_user/676bacb1000000001402505a.jpg,3,8.5万,2.2万,21,blob:https://www.xiaohongshu.com/e50f12b5-055d-4c30-9aa8-b150d5e99c9d,/user/profile/5c03825e000000000500e9ce/676bacb1000000001402505a?xsec_token=ABkV4ulKQouX9v43FYZWCRp3rJ54eb11YBwLiCuW81Fho=&xsec_source=pc_user
6766293c000000000902ec2f,皇家宠物食品,32,共 8 条评论,领养代替购买 让爱在冬天里盛开,毛孩子们不是待价出售的商品， 更不是无限的繁育机器； ta们有自己的喜怒哀乐、独特的性格， 和人类一样有家人和朋友； 喜欢ta们很简单， 但养好却需要更多你们更多的爱。 	 用领养代替购买更是一种爱护ta们的方式 减少因繁殖买卖受到的身心伤害。 	 希望想成为铲屎官的你们， 会用爱代替买卖，用责任代替弃养 确保自己能够承担这个生命。 	 #皇家宠物#皇家猫粮 #让领养代替购买 #领养取代买卖 #给毛孩子找家 #领养代替购买让爱终止流浪 #求领养求带走 #猫咪领养 #宠物领养,编辑于 2024-12-20,images_user/6766293c000000000902ec2f.jpg,avatars_user/6766293c000000000902ec2f.jpg,赞,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/6766293c000000000902ec2f?xsec_token=AB1Y4Ckaq3uVlQhiT8GF3N1HI_1eUgtQhyCQiY7vyo0uk=&xsec_source=pc_user
676530c900000000130086e0,皇家宠物食品,665,共 68 条评论,冬至的汤圆和饺子🐱原来馅儿是小猫小狗~,冬至有来临 这天到底是吃汤圆还是饺子呢？ 皇都吃，快给皇来一口 咱要一口小猫馅儿的、一口小狗馅儿的 	 🙋‍饺子党、汤圆党们开战！ 📖参与需求： 将小猫/小狗p到汤圆或饺子上 并在评论区留下照片 	 皇将选出不违和又有趣的馅料 呈上猫粮、狗粮🎁喂饱它们！ 快来秀出你的“冬季专属好礼”吧～ #皇家宠物#皇家猫粮#皇家狗粮#冬至#宠粉福利#冬至吃饺子#冬至吃汤圆#冬至吃什么 #冬至吃饺子还是汤圆 #一起暖暖猫个冬,2024-12-20,images_user/676530c900000000130086e0.jpg,avatars_user/676530c900000000130086e0.jpg,30,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/676530c900000000130086e0?xsec_token=ABfLDvRc1kRSL1tb9d2BJmmBBNf6y_AKAmpCZQ7M82iRA=&xsec_source=pc_user
6764e385000000001301bda3,皇家宠物食品,78,共 17 条评论,阿皇和兔爸的惊喜见面局？！⏰直播锁定！,12.21 重磅预告💫 阿皇x猫德学院的梦幻联动👇 ⏰1300-1700 线下领养日 📍济南 ⏰1630-1730 阿皇兔爸聊天局💬红薯直播 就这样“猫”在一起 给流浪的它一个温暖的家吧🏠 - Tips：直播间还有济南领养活动揭秘 没办法到现场的小伙伴也可以锁定我们！ 搬好小板凳的举手🙋 #皇家宠物 #皇家猫粮 #冬季流浪猫 #领养代替购买让爱终止流浪 #流浪猫过冬 #用爱终止流浪 #一起暖暖猫个冬 #让爱宠陪伴更长久 #点亮世界的毛孩子们 #直播预告,2024-12-19,images_user/6764e385000000001301bda3.jpg,avatars_user/6764e385000000001301bda3.jpg,5,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/6764e385000000001301bda3?xsec_token=AB2zjp2wIxobWa0gfW9SqUO4ccWq_dXUp3ISXzC1K1288=&xsec_source=pc_user
6763f35e00000000130181a5,皇家宠物食品,46,共 26 条评论,⏰直播预告|硬核干货来袭！福利砸中你脑袋🎁,12月21日与阿皇相约 阿皇兔爸聊天局💬 看看猫狗双全的追风大叔和猫德学院院长 都有哪些新手养猫的“硬核干货”等待输出！ - 🤫除此之外，皇依然为大家准备了 不间断福利好礼等你来领🎁 这个冬天，你的养宠指路人 阿皇做定啦！！ - Tips：直播间还有济南领养活动揭秘 没办法到现场的小伙伴也可以锁定我们！ 搬好小板凳的举手🙋‍♀️ #皇家宠物 #直播预告 #皇家猫粮 #本喵叫兔兔 #科学喂养 #新手养猫 #直播 #直播预热 #流浪猫 #流浪犬 #领养代替购买,2024-12-19,images_user/6763f35e00000000130181a5.jpg,avatars_user/6763f35e00000000130181a5.jpg,1,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/6763f35e00000000130181a5?xsec_token=ABdJGl4r0PsNOCr12latC4EDAO2chiep4pXsXY5Mo4isA=&xsec_source=pc_user
6763e990000000000902e49d,皇家宠物食品,619,共 67 条评论,天气渐冷猫先知！健康过冬到底该怎么做？🐱,温度降低 天气越来越冷 无形之中冷空气的袭击就会盯上猫猫 皇最近看到好多小猫流鼻涕呕吐💧 	 立刻赶来做一期冬季养护指南！ 总结了几种冬季易发疾病和预防处理建议📝 看看你家猫咪有没有中招？ - 没有中招的毛孩子 铲屎官也要多多注意！ 你有什么猫咪过冬小妙招呢？ 分享给阿皇和新手小白们听听~ 认真分享的铲屎官将会得到阿皇的奖励！🎁 #新手养猫 #养猫经验分享 #猫咪日常 #宠物小知识 #我的萌宠 #皇家 #皇家猫粮,2024-12-19,images_user/6763e990000000000902e49d.jpg,avatars_user/6763e990000000000902e49d.jpg,15,8.5万,2.2万,21,N/A,/user/profile/5c03825e000000000500e9ce/6763e990000000000902e49d?xsec_token=ABdJGl4r0PsNOCr12latC4EE4XiiDVZBAVdGSAN_Viv_U=&xsec_source=pc_user
